number,image_link,image_link/_title,image/_alt,title_link/_text,yeartype_number,value_number,dir_link,dir_link/_text,credit_link_1,credit_link_1/_text,credit_link_1/_title,credit_value_2,credit_value_3,credit_link_2,credit_link_2/_text,credit_link_3,credit_link_3/_text,credit_link_3/_title,credit_value_4,credit_link_4,credit_link_4/_text,credit_link_4/_title,genre_content,genre_links,genre_links/_text,genre_links/_title,runtime_value,runtime_value_numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,http://www.imdb.com/title/tt0060121/,Arabesque (1966),Arabesque (1966),Arabesque,1966,6.6,,,Stanley Donen,,With:,http://www.imdb.com/name/nm0000060/,Gregory Peck,,,Sophia Loren,,",",http://www.imdb.com/name/nm0045996/,Alan Badel,,,,,,Action | Adventure | Crime | Drama | Mystery | Romance | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/romance, http://www.imdb.com/genre/thriller,Action, Adventure, Crime, Drama, Mystery, Romance, Thriller,,105 mins.,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,http://www.imdb.com/title/tt1650535/,The Entitled (2011),The Entitled (2011),The Entitled,2011,6.2,,,Aaron Woodley,,With:,http://www.imdb.com/name/nm0954225/,Kevin Zegers,,,Ray Liotta,,",",http://www.imdb.com/name/nm0888882/,Laura Vandervoort,,,,,,Crime | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/thriller,Crime, Thriller,,91 mins.,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,http://www.imdb.com/title/tt2569236/,Suddenly (2013),Suddenly (2013),Suddenly,2013,3.6,,,Uwe Boll,,With:,http://www.imdb.com/name/nm0000501/,Ray Liotta,,,Erin Karpluk,,",",http://www.imdb.com/name/nm0700712/,Dominic Purcell,,,,,,Thriller,http://www.imdb.com/genre/thriller,Thriller,,90 mins.,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,http://www.imdb.com/title/tt0127349/,Waking the Dead (2000),Waking the Dead (2000),Waking the Dead,2000,6.7,,,Keith Gordon,,With:,http://www.imdb.com/name/nm0001082/,Billy Crudup,,,Bill Haugland,,",",http://www.imdb.com/name/nm0485011/,Nelson Landrieu,,,,,,Drama | Mystery | Romance | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/romance, http://www.imdb.com/genre/thriller,Drama, Mystery, Romance, Thriller,,105 mins.,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,http://www.imdb.com/title/tt3619710/,Bhaag Johnny (2015),Bhaag Johnny (2015),Bhaag Johnny,2015,5.1,,,Shivam Nair,,With:,http://www.imdb.com/name/nm0447240/,Kunal Khemu,,,Zoa Morani,,",",http://www.imdb.com/name/nm6379657/,Mandana Karimi,,,,,,Action | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/thriller,Action, Thriller,,118 mins.,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,http://www.imdb.com/title/tt1761005/,Persecuted (2014),Persecuted (2014),Persecuted,2014,3.5,,,Daniel Lusko,,With:,http://www.imdb.com/name/nm0001664/,James Remar,,,Dean Stockwell,,",",http://www.imdb.com/name/nm0874232/,Raoul Max Trujillo,,,,,,Action | Drama | Mystery | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Action, Drama, Mystery, Thriller,,91 mins.,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,http://www.imdb.com/title/tt1630564/,Sacrifice (2011),Sacrifice (2011),Sacrifice,2011,4.4,,,Damian Lee,,With:,http://www.imdb.com/name/nm0000421/,Cuba Gooding Jr.,,,Christian Slater,,",",http://www.imdb.com/name/nm0167649/,Kim Coates,,,,,,Action | Crime | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/thriller,Action, Crime, Thriller,,100 mins.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,http://www.imdb.com/title/tt1398028/,Locked In (2010),Locked In (2010),Locked In,2010,5.3,,,Suri Krishnamma,,With:,http://www.imdb.com/name/nm1602660/,Ben Barnes,,,Sarah Roemer,,",",http://www.imdb.com/name/nm0244630/,Eliza Dushku,,,,,,Drama | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Drama, Thriller,,85 mins.,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3479,http://www.imdb.com/title/tt1988781/,7 Below (2012),7 Below (2012),7 Below,2012,3.2,,,Kevin Carraway,,With:,http://www.imdb.com/name/nm0000174/,Val Kilmer,,,Ving Rhames,,",",http://www.imdb.com/name/nm0331577/,Luke Goss,,,,,,Horror | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Horror, Thriller,,90 mins.,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,http://www.imdb.com/title/tt0064639/,Marooned (1969),Marooned (1969),Marooned,1969,5.8,,,John Sturges,,With:,http://www.imdb.com/name/nm0000060/,Gregory Peck,,,Richard Crenna,,",",http://www.imdb.com/name/nm0418148/,David Janssen,,,,,,Adventure | Drama | Sci-Fi | Thriller,http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Adventure, Drama, Sci-Fi, Thriller,,134 mins.,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,http://www.imdb.com/title/tt1133995/,The Way of War (2009),The Way of War (2009),The Way of War,2009,3.3,,,John Carter,,With:,http://www.imdb.com/name/nm0000421/,Cuba Gooding Jr.,,,Clarence Williams III,,",",http://www.imdb.com/name/nm0856012/,John Terry,,,,,,Action | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/thriller,Action, Thriller,,90 mins.,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,http://www.imdb.com/title/tt0104139/,Dr. Giggles (1992),Dr. Giggles (1992),Dr. Giggles,1992,5,,,Manny Coto,,With:,http://www.imdb.com/name/nm0236952/,Larry Drake,,,Holly Marie Combs,,",",http://www.imdb.com/name/nm0002037/,Cliff De Young,,,,,,Comedy | Drama | Horror | Mystery | Thriller,http://www.imdb.com/genre/comedy, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Comedy, Drama, Horror, Mystery, Thriller,,95 mins.,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,http://www.imdb.com/title/tt1311699/,Dead Man Running (2009),Dead Man Running (2009),Dead Man Running,2009,6,,,Alex De Rakoff,,With:,http://www.imdb.com/name/nm7640951/,Clint Koroan,,,Fredi 'Kruga' Nwaka,,",",http://www.imdb.com/name/nm1265067/,50 Cent,,,,,,Action | Crime | Drama | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Action, Crime, Drama, Thriller,,92 mins.,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,http://www.imdb.com/title/tt0107079/,Sugar Hill (1993),Sugar Hill (1993),Sugar Hill,1993,5.9,,,Leon Ichaso,,With:,http://www.imdb.com/name/nm0000648/,Wesley Snipes,,,Michael Wright,,",",http://www.imdb.com/name/nm0018554/,Khandi Alexander,,,,,,Thriller | Drama,http://www.imdb.com/genre/thriller, http://www.imdb.com/genre/drama,Thriller, Drama,,123 mins.,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,http://www.imdb.com/title/tt0057465/,The Sadist (1963),The Sadist (1963),The Sadist,1963,6.8,,,James Landis,,With:,http://www.imdb.com/name/nm0355246/,Arch Hall Jr.,,,Helen Hovey,,",",http://www.imdb.com/name/nm0017494/,Richard Alden,,,,,,Thriller,http://www.imdb.com/genre/thriller,Thriller,,92 mins.,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,http://www.imdb.com/title/tt0191037/,Circus (2000),Circus (2000),Circus,2000,5.8,,,Rob Walker,,With:,http://www.imdb.com/name/nm0001314/,John Hannah,,,Famke Janssen,,",",http://www.imdb.com/name/nm0001780/,Peter Stormare,,,,,,Crime | Thriller | Drama,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/thriller, http://www.imdb.com/genre/drama,Crime, Thriller, Drama,,95 mins.,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487,http://www.imdb.com/title/tt0319531/,I'll Sleep When I'm Dead (2003),I'll Sleep When I'm Dead (2003),I'll Sleep When I'm Dead,2003,5.8,,,Mike Hodges,,With:,http://www.imdb.com/name/nm0654110/,Clive Owen,,,Malcolm McDowell,,",",http://www.imdb.com/name/nm0001667/,Jonathan Rhys Meyers,,,,,,Crime | Drama | Mystery | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Crime, Drama, Mystery, Thriller,,103 mins.,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,http://www.imdb.com/title/tt0995031/,Bhool Bhulaiyaa (2007),Bhool Bhulaiyaa (2007),Bhool Bhulaiyaa,2007,7.2,,,Priyadarshan,,With:,http://www.imdb.com/name/nm0474774/,Akshay Kumar,,,Vidya Balan,,",",http://www.imdb.com/name/nm0665349/,Ameesha Patel,,,,,,Comedy | Horror | Mystery | Thriller,http://www.imdb.com/genre/comedy, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Comedy, Horror, Mystery, Thriller,,159 mins.,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,http://www.imdb.com/title/tt0496350/,The Marsh (2006),The Marsh (2006),The Marsh,2006,4.8,,,Jordan Barker,,With:,http://www.imdb.com/name/nm0000270/,Gabrielle Anwar,,,Louis Ferreira,,",",http://www.imdb.com/name/nm0001845/,Forest Whitaker,,,,,,Horror | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Horror, Thriller,,92 mins.,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,http://www.imdb.com/title/tt0095286/,Heart of Midnight (1988),Heart of Midnight (1988),Heart of Midnight,1988,5.2,,,Matthew Chapman,,With:,http://www.imdb.com/name/nm0000492/,Jennifer Jason Leigh,,,Brenda Vaccaro,,",",http://www.imdb.com/name/nm0356478/,Jack Hallett,,,,,,Drama | Horror | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Drama, Horror, Thriller,,93 mins.,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3491,http://www.imdb.com/title/tt0380538/,Matando Cabos (2004),Matando Cabos (2004),Matando Cabos,2004,7.6,,,Alejandro Lozano,,With:,http://www.imdb.com/name/nm0198366/,Tony Dalton,,,Ana Claudia Talancón,,",",http://www.imdb.com/name/nm0001917/,Pedro Armendáriz Jr.,,,,,,Action | Adventure | Comedy | Crime | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/comedy, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/thriller,Action, Adventure, Comedy, Crime, Thriller,,99 mins.,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,http://www.imdb.com/title/tt3108604/,American Poltergeist (2015),American Poltergeist (2015),American Poltergeist,2015,3,,,Mike Rutkowski,,With:,http://www.imdb.com/name/nm1703244/,Simona Fusco,,,Donna Spangler,,",",http://www.imdb.com/name/nm4190807/,Aaron Lee,,,,,,Thriller,http://www.imdb.com/genre/thriller,Thriller,,93 mins.,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,http://www.imdb.com/title/tt0058262/,The Killers (1964),The Killers (1964),The Killers,1964,7.1,,,Don Siegel,,With:,http://www.imdb.com/name/nm0001511/,Lee Marvin,,,Angie Dickinson,,",",http://www.imdb.com/name/nm0001023/,John Cassavetes,,,,,,Crime | Drama | Mystery | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Crime, Drama, Mystery, Thriller,,93 mins.,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,http://www.imdb.com/title/tt2556308/,Holiday (2014),Holiday (2014),Holiday,2014,7.4,,,A.R. Murugadoss,,With:,http://www.imdb.com/name/nm0474774/,Akshay Kumar,,,Sonakshi Sinha,,",",http://www.imdb.com/name/nm4687953/,Freddy Daruwala,,,,,,Action | Drama | Mystery | Romance | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/romance, http://www.imdb.com/genre/thriller,Action, Drama, Mystery, Romance, Thriller,,170 mins.,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,http://www.imdb.com/title/tt1796406/,Absent (2011),Absent (2011),Absent,2011,6.3,,,Marco Berger,,With:,http://www.imdb.com/name/nm1682686/,Carlos Echevarría,,,Javier De Pietro,,",",http://www.imdb.com/name/nm0182074/,Antonella Costa,,,,,,Drama | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Drama, Thriller,,91 mins.,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,http://www.imdb.com/title/tt0054389/,Shoot the Piano Player (1960),Shoot the Piano Player (1960),Shoot the Piano Player,1960,7.7,,,François Truffaut,,With:,http://www.imdb.com/name/nm0002198/,Charles Aznavour,,,Marie Dubois,,",",http://www.imdb.com/name/nm0074303/,Nicole Berger,,,,,,Crime | Drama | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Crime, Drama, Thriller,,92 mins.,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,http://www.imdb.com/title/tt0425379/,I'm the Angel of Death: Pusher III (2005),I'm the Angel of Death: Pusher III (2005),I'm the Angel of Death: Pusher III,2005,7.3,Zlatko Buric,,Nicolas Winding Refn,,With:,http://www.imdb.com/name/nm0121519/,Zlatko Buric,,,Marinela Dekic,,",",http://www.imdb.com/name/nm0479637/,Slavko Labovic,,,,,,Crime | Drama | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Crime, Drama, Thriller,,90 mins.,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,http://www.imdb.com/title/tt1087842/,Eden Log (2007),Eden Log (2007),Eden Log,2007,5.3,,,Franck Vestiel,,With:,http://www.imdb.com/name/nm0180404/,Clovis Cornillac,,,Vimala Pons,,",",http://www.imdb.com/name/nm1904260/,Zohar Wexler,,,,,,Horror | Mystery | Sci-Fi | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Horror, Mystery, Sci-Fi, Thriller,,98 mins.,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,http://www.imdb.com/title/tt0110803/,Payback (1995),Payback (1995),Payback,1995,5.8,,,Anthony Hickox,,With:,http://www.imdb.com/name/nm0001367/,C. Thomas Howell,,,Joan Severance,,",",http://www.imdb.com/name/nm0068382/,Marshall Bell,,,,,,Thriller,http://www.imdb.com/genre/thriller,Thriller,,93 mins.,"93""﻿number,image_link,image_link/_text,image_link/_title,image,image/_alt,title_link,title_link/_text,title_link/_title,yeartype_number,ratingstars_link_1,ratingstars_link_1/_text,ratingstars_link_1/_title,ratingstars_link_2,ratingstars_link_2/_text,ratingstars_link_2/_title,ratingstars_link_3,ratingstars_link_3/_text,ratingstars_link_3/_title,ratingstars_link_4,ratingstars_link_4/_text,ratingstars_link_4/_title,ratingstars_link_5,ratingstars_link_5/_text,ratingstars_link_5/_title,ratingstars_link_6,ratingstars_link_6/_text,ratingstars_link_6/_title,ratingstars_link_7,ratingstars_link_7/_text,ratingstars_link_7/_title,ratingstars_link_8,ratingstars_link_8/_text,ratingstars_link_8/_title,ratingstars_link_9,ratingstars_link_9/_text,ratingstars_link_9/_title,10_link,10_link/_text,10_link/_title,value_number,text_label,grey_number,x_link,x_link/_text,x_link/_title,outline_description,dir_label,dir_link,dir_link/_text,dir_link/_title,credit_value_1,credit_link_1,credit_link_1/_text,credit_link_1/_title,credit_value_2,credit_value_3,credit_link_2,credit_link_2/_text,credit_link_2/_title,td_label,credit_link_3,credit_link_3/_text,credit_link_3/_title,credit_value_4,credit_link_4,credit_link_4/_text,credit_link_4/_title,genre_content,genre_links,genre_links/_text,genre_links/_title,runtime_value,runtime_value_numbers
""3501",http://www.imdb.com/title/tt0034587/,,Cat People (1942),"http://ia.media-imdb.com/images/M/MV5BMjM3NTkxODc5NF5BMl5BanBnXkFtZTgwMjk5NDkyMTE@._V1._SX54_CR0,0,54,74_.jpg",Cat People (1942),http://www.imdb.com/title/tt0034587/,Cat People,,1942,http://www.imdb.com/register/login?why=vote,1,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,2,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,3,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,4,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,5,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,6,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,7,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,8,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,9,Register or login to rate this title,http://www.imdb.com/register/login?why=vote,10,Register or login to rate this title,7.4,/,10,http://www.imdb.com/title/tt0034587/vote?v=X,k=BCYrGs-ZbtUF5eNa-1v4YOV-PTqzQ3wCUhdVAyFh-iOZ3kCB53oy8G_cvVenDOZ0ef1JFSxFn60coPrm_KpayhhCPLDcMZX0uXH0OL860cpf7I5GzK0cstymxAafhJ25EQt8,X,Delete,An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.,Dir:,http://www.imdb.com/name/nm0869664/,Jacques Tourneur,,With:,http://www.imdb.com/name/nm0800386/,Simone Simon,,,",",http://www.imdb.com/name/nm0007218/,Tom Conway,,",",http://www.imdb.com/name/nm0808949/,Kent Smith,,,,,,Film-Noir | Horror | Thriller,http://www.imdb.com/genre/film_noir, http://www.imdb.com/genre/horror, http://www.imdb.com/genre/thriller,Film-Noir, Horror, Thriller,,73 mins.,73,,,,,,,,,,,,,,
3502,http://www.imdb.com/title/tt0120088/,Wicked (1998),Wicked (1998),Wicked,1998,5.2,http://www.imdb.com/name/nm0825790/,Michael Steinberg,http://www.imdb.com/name/nm0005466/,Julia Stiles,,,",",http://www.imdb.com/name/nm0617094/,Louise Myrback,http://www.imdb.com/name/nm0608632/,William R. Moses,,,,,,Thriller,http://www.imdb.com/genre/thriller,Thriller,,88 mins.,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,http://www.imdb.com/title/tt1458915/,Tactical Force (2011),Tactical Force (2011),Tactical Force,2011,4.8,http://www.imdb.com/name/nm2149571/,Adamo P. Cultraro,http://www.imdb.com/name/nm0042524/,Steve Austin,,,",",http://www.imdb.com/name/nm0788218/,Michael Shanks,http://www.imdb.com/name/nm0925220/,Michael Jai White,,,,,,Action | Comedy | Crime | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/comedy, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/thriller,Action, Comedy, Crime, Thriller,,91 mins.,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,http://www.imdb.com/title/tt0439544/,Dirty (2005),Dirty (2005),Dirty,2005,5.6,http://www.imdb.com/name/nm1084723/,Chris Fisher,http://www.imdb.com/name/nm1123694/,Frank Alvarez,,,",",http://www.imdb.com/name/nm0004286/,Clifton Collins Jr.,http://www.imdb.com/name/nm0199590/,Brittany Daniel,,,,,,Crime | Drama | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Crime, Drama, Thriller,,97 mins.,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,http://www.imdb.com/title/tt0099292/,The Comfort of Strangers (1990),The Comfort of Strangers (1990),The Comfort of Strangers,1990,6.4,http://www.imdb.com/name/nm0001707/,Paul Schrader,http://www.imdb.com/name/nm0000686/,Christopher Walken,,,",",http://www.imdb.com/name/nm0000391/,Rupert Everett,http://www.imdb.com/name/nm0001670/,Natasha Richardson,,,,,,Drama | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Drama, Thriller,,107 mins.,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,http://www.imdb.com/title/tt2645188/,The Quiet Hour (2014),The Quiet Hour (2014),The Quiet Hour,2014,5.1,http://www.imdb.com/name/nm2042155/,Stéphanie Joalland,http://www.imdb.com/name/nm2301950/,Dakota Blue Richards,,,",",http://www.imdb.com/name/nm0203801/,Karl Davies,http://www.imdb.com/name/nm2692312/,Brigitte Millar,,,,,,Drama | Sci-Fi | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Drama, Sci-Fi, Thriller,,85 mins.,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,http://www.imdb.com/title/tt0473267/,Solstice (2008),Solstice (2008),Solstice,2008,5.4,http://www.imdb.com/name/nm0617130/,Daniel Myrick,http://www.imdb.com/name/nm0363699/,Elisabeth Harnois,,,",",http://www.imdb.com/name/nm0039162/,Shawn Ashmore,http://www.imdb.com/name/nm1122026/,Hilarie Burton,,,,,,Horror | Mystery | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Horror, Mystery, Thriller,,91 mins.,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,http://www.imdb.com/title/tt2675978/,Dedh Ishqiya (2014),Dedh Ishqiya (2014),Dedh Ishqiya,2014,7.3,http://www.imdb.com/name/nm1322477/,Abhishek Chaubey,http://www.imdb.com/name/nm0787462/,Naseeruddin Shah,,,",",http://www.imdb.com/name/nm0002043/,Madhuri Dixit,http://www.imdb.com/name/nm0451174/,Arshad Warsi,,,,,,Comedy | Drama | Romance | Thriller,http://www.imdb.com/genre/comedy, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/romance, http://www.imdb.com/genre/thriller,Comedy, Drama, Romance, Thriller,,152 mins.,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,http://www.imdb.com/title/tt0111190/,The Silence of the Hams (1994),The Silence of the Hams (1994),The Silence of the Hams,1994,4.6,http://www.imdb.com/name/nm0339619/,Ezio Greggio,http://www.imdb.com/name/nm0339619/,Ezio Greggio,,,",",http://www.imdb.com/name/nm0001123/,Dom DeLuise,http://www.imdb.com/name/nm0000708/,Billy Zane,,,,,,Comedy | Thriller,http://www.imdb.com/genre/comedy, http://www.imdb.com/genre/thriller,Comedy, Thriller,,81 mins.,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
